Brand,Store Number,Name,Ownership Type,Facility ID,Features - Products,Features - Service,Features - Stations,Food Region,Venue Type,Phone Number,Street Address,Street Line 1,Street Line 2,City,State,Zip,Country,Insert Date
Starbucks,9075,Target Simi Valley West T-2462,Licensed,19217,,,,0,Unknown,805-416-5790,51 East Tierra Rejada Rd,51 East Tierra Rejada Rd,,Simi Valley,CA,93065-2902,US,06/22/2012 06:49:49 PM
Starbucks,74669,Vons-Simi Valley #2692,Licensed,18419,,Starbucks Card Mobile,,9999,Unknown,805-527-8666,2938 Tapo Canyon Road,2938 Tapo Canyon Road,,Simi Valley,CA,93063-2171,US,06/22/2012 06:49:49 PM
Starbucks,8945,"Hwy 118 & First, Simi Valley",Company Owned,8228,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,805-581-7023,"1555 Simi Town Center Way, 600",1555 Simi Town Center Way,600,Simi Valley,CA,93065-0518,US,06/22/2012 06:49:49 PM
Starbucks,5452,Moorpark,Company Owned,16022,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,805-552-9431,561 NEW LOS ANGELES AVE,561 NEW LOS ANGELES AVE,,Moorpark,CA,93021-2001,US,06/22/2012 06:49:49 PM
Starbucks,74788,Vons - Moorpark #1735,Licensed,9449,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,805-530-3770,4241 Tierra Rejada Rd,4241 Tierra Rejada Rd,,Moorpark,CA,93021-3772,US,06/22/2012 06:49:49 PM
Starbucks,10109,"Campus Park & Collins, Moorpark",Company Owned,6828,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,805-553-9270,"6595 Collins, unit A",6595 Collins,unit A,Moorpark,CA,93021-1496,US,06/22/2012 06:49:49 PM
Starbucks,9592,"Verdugo & Camino Ruiz, Camarillo",Company Owned,7240,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,805-484-6887,5011 Verdugo Way,5011 Verdugo Way,,Camarillo,CA,93012-8658,US,06/22/2012 06:49:49 PM
Starbucks,74821,Vons-Camarillo #2094,Licensed,8308,,Starbucks Card Mobile,,9999,Unknown,805-482-7933,5275 Mission Oaks Blvd,5275 Mission Oaks Blvd,,Camarillo,CA,93012-5422,US,06/22/2012 06:49:49 PM
Starbucks,74739,Vons-Camarillo #1672,Licensed,9750,,Starbucks Card Mobile,,9999,Unknown,805-482-8802,820 Arnell Rd,820 Arnell Rd,,Camarillo,CA,93010-4701,US,06/22/2012 06:49:49 PM
Starbucks,6670,"Las Posas & Arneill, Camarillo",Company Owned,15563,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,805-384-0353,"2508 E Las Posas Road, A",2508 E Las Posas Road,A,Camarillo,CA,93010-3467,US,06/22/2012 06:49:49 PM
Starbucks,76356,Target Camarillo T-1027,Licensed,14345,,Starbucks Card Mobile,,9999,Unknown,805-384-0040,209 W Ventura Blvd,209 W Ventura Blvd,,Camarillo,CA,93010-8359,US,06/22/2012 06:49:49 PM
Starbucks,621,Camarillo,Company Owned,14827,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,805-383-7130,540 Las Posas Road,540 Las Posas Road,,Camarillo,CA,93010-5705,US,06/22/2012 06:49:49 PM
Starbucks,5789,"Lyons & Orchard Village, Newhall",Company Owned,11105,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,661-799-7898,24802-A Orchard Village Road,24802-A Orchard Village Road,,Santa Clarita,CA,91355-3091,US,06/22/2012 06:49:49 PM
Starbucks,10182,"San Fernando & Carl Ct., Newhall",Company Owned,10027,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,661-255-8602,23790 Newhall Ave,23790 Newhall Ave,,Santa Clarita,CA,91321-3125,US,06/22/2012 06:49:49 PM
Starbucks,74506,Vons-Valencia #2030,Licensed,13109,,Starbucks Card Mobile,,9999,Unknown,661-254-3570,25850 N. The Old Road,25850 N. The Old Road,,Valencia,CA,91355,US,06/22/2012 06:49:49 PM
Starbucks,5308,Valencia Marketplace,Company Owned,16534,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,661-259-9906,25900 The Old Road,25900 The Old Road,,Stevenson Ranch,CA,91381-1712,US,06/22/2012 06:49:49 PM
Starbucks,6892,"Channel Islands & Rose, Oxnard",Company Owned,8352,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,805-247-0113,1611 E Channel Island Blvd,1611 E Channel Island Blvd,,Oxnard,CA,93033-5617,US,06/22/2012 06:49:50 PM
Starbucks,9388,"Saviers & Channel Islands, Oxnard",Company Owned,9791,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,805-487-4851,3042 Saviers Road,3042 Saviers Road,,Oxnard,CA,93033-5313,US,06/22/2012 06:49:50 PM
Starbucks,74608,Vons-Oxnard #2436,Licensed,14126,,Starbucks Card Mobile,,9999,Unknown,805-981-1495,2101 N Rose Ave,2101 N Rose Ave,,Oxnard,CA,93036-2682,US,06/22/2012 06:49:50 PM
Starbucks,8618,"5th & B Street, Oxnard",Company Owned,8325,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,805-247-0687,241 W.  5th Street,241 W.  5th Street,,Oxnard,CA,93030-7157,US,06/22/2012 06:49:50 PM
Starbucks,6771,Highway 126 & A Street. Fillmore,Company Owned,14301,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,805-524-4150,650 W. Ventura Street,650 W. Ventura Street,,Fillmore,CA,93015-1925,US,06/22/2012 06:49:50 PM
Starbucks,5943,"Esplanade & Hwy 1, Oxnard",Company Owned,12478,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,805-981-2834,331 W. Esplanade,331 W. Esplanade,,Oxnard,CA,93036-1234,US,06/22/2012 06:49:50 PM
Starbucks,15778,Target Oxnard T-2760,Licensed,63178,,,,0,Unknown,805-288-3642,2850 N Oxnard Blvd,2850 N Oxnard Blvd,,Oxnard,CA,93036-5443,US,06/22/2012 06:49:50 PM
Starbucks,73375,Albertsons-Oxnard #6217,Licensed,12424,,,,9999,Unknown,805-983-0238,920 N. Ventura Rd.,920 N. Ventura Rd.,,Oxnard,CA,93030-4415,US,06/22/2012 06:49:50 PM
Starbucks,655,Mandalay Village,Company Owned,8808,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,805-984-1172,587 W. Channel Islands Blvd.,587 W. Channel Islands Blvd.,,Port Hueneme,CA,93041-2182,US,06/22/2012 06:49:50 PM
Starbucks,74886,Vons - Santa Paula 2434,Licensed,14477,,Starbucks Card Mobile,,9999,Unknown,805-525-6356,576 W Main St,576 W Main St,,Santa Paula,CA,93060-3209,US,06/22/2012 06:49:50 PM
Starbucks,79558,Vons - Oxnard #2825,Licensed,9902,,Starbucks Card Mobile,,9999,Unknown,805-984-0651,1291 S VICTORIA BLVD,1291 S VICTORIA BLVD,,OXNARD,CA,93030,US,06/22/2012 06:49:50 PM
Starbucks,5227,Victoria Village,Company Owned,15954,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,805-654-8463,1413-E South Victoria,1413-E South Victoria,,Ventura,CA,93003-6548,US,06/22/2012 06:49:50 PM
Starbucks,75982,Vons - Ventura #2164,Licensed,17735,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,805-644-1021,5688 Telephone Rd,5688 Telephone Rd,,Ventura,CA,93003-5326,US,06/22/2012 06:49:50 PM
Starbucks,6693,"Valencia & I-5, Valencia",Company Owned,14036,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,661-288-0074,26802 The Old Road,26802 The Old Road,,Santa Clarita,CA,91381-0661,US,06/22/2012 06:49:50 PM
Starbucks,74391,Vons - Ventura #2678,Licensed,12881,,Starbucks Card Mobile,,9999,Unknown,805-981-1495,6120 Telegraph Rd,6120 Telegraph Rd,,Ventura,CA,93003-4383,US,06/22/2012 06:49:50 PM
Starbucks,76687,Target Diamond Bar T-2179,Licensed,9971,,Starbucks Card Mobile,,9999,Unknown,909-610-2149,747 Grand Ave,747 Grand Ave,,Diamond Bar,CA,91765-8400,US,06/22/2012 06:50:03 PM
Starbucks,6595,"Telegraph & Victoria, Ventura",Company Owned,11348,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,805-642-0093,6128-B Telegraph Road,6128-B Telegraph Road,,Ventura,CA,93003-4357,US,06/22/2012 06:49:50 PM
Starbucks,9342,"Telephone & Portola, Ventura",Company Owned,11814,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,805-644-7251,"4960 Telephone Rd, #107",4960 Telephone Rd,#107,Ventura,CA,93003-0211,US,06/22/2012 06:49:50 PM
Starbucks,562,Valencia,Company Owned,12167,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,661-255-9850,25912 McBean Parkway,25912 McBean Parkway,,Santa Clarita,CA,91355-2006,US,06/22/2012 06:49:50 PM
Starbucks,5538,Telephone & Main - Ventura,Company Owned,15998,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,805-650-9618,4711-1a Telephone Road,4711-1a Telephone Road,,Ventura,CA,93003-5253,US,06/22/2012 06:49:50 PM
Starbucks,6584,"Valencia & Magic Mountain Pkwy, Val",Company Owned,16385,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,661-260-1516,"24201 Valencia Blvd., #1101",24201 Valencia Blvd.,#1101,Santa Clarita,CA,91355-0829,US,06/22/2012 06:49:50 PM
Starbucks,6810,"Valencia & McBean, Santa Clarita",Company Owned,12824,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,661-288-0203,24286 Valencia Blvd.,24286 Valencia Blvd.,,Santa Clarita,CA,91355-5391,US,06/22/2012 06:49:50 PM
Starbucks,9871,"Magic Mountain & Tourney, Valencia",Company Owned,10282,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,661-260-0844,25349 Wayne Mills Place,25349 Wayne Mills Place,,Valencia,CA,91355-1827,US,06/22/2012 06:49:50 PM
Starbucks,6902,"I-5 & Rye Canyon, Valencia",Company Owned,12835,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,661-775-0480,28120 The Old Road,28120 The Old Road,,Valencia,CA,91355-1003,US,06/22/2012 06:49:50 PM
Starbucks,76363,Target Valencia T-257,Licensed,13714,,Starbucks Card Mobile,,9999,Unknown,661-254-8001,24425 W. Magic Mountain Pkwy,24425 W. Magic Mountain Pkwy,,Valencia,CA,91355-3435,US,06/22/2012 06:49:50 PM
Starbucks,74550,Vons-Santa Clarita #1961,Licensed,11514,,Starbucks Card Mobile,,9999,Unknown,661-286-2508,27095 McBean Pkwy,27095 McBean Pkwy,,Santa Clarita,CA,91355-5145,US,06/22/2012 06:49:50 PM
Starbucks,10855,"Mills & Dean, Ventura",Company Owned,17059,"Lunch, Oven-warmed Food",Starbucks Card Mobile,,9999,Unknown,805-658-0952,"488 South Mills Road, 100",488 South Mills Road,100,Ventura,CA,93003-3498,US,06/22/2012 06:49:50 PM
Starbucks,76891,Target Ventura West T-2398,Licensed,6542,,Starbucks Card Mobile,,9999,Unknown,805-535-2752,"245 S Mills Rd, Pacific View Mall",245 S Mills Rd,Pacific View Mall,Ventura,CA,93003-3435,US,06/22/2012 06:49:50 PM
Starbucks,9685,"Citrus & College, Covina",Company Owned,9796,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,626-859-2760,145 N. Citrus Avenue,145 N. Citrus Avenue,,Covina,CA,91723-2002,US,06/22/2012 06:50:03 PM
Starbucks,8747,"N. Grand Ave & Badillo St, Covina.",Company Owned,12758,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,626-858-9744,966 E. Badillo Street,966 E. Badillo Street,,Covina,CA,91724-2950,US,06/22/2012 06:50:03 PM
Starbucks,11224,"Diamond Bar & Cold Spring, Diamond",Company Owned,6519,"Lunch, Oven-warmed Food",Starbucks Card Mobile,Drive-Through,9999,Unknown,909-595-4719,2837 Diamond Bar Blvd.,2837 Diamond Bar Blvd.,,Diamond Bar,CA,91765-3417,US,06/22/2012 06:50:03 PM
Starbucks,6803,"Valley & Grand, Walnut",Company Owned,13867,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,909-598-4459,505-A Grand Avenue,505-A Grand Avenue,,Walnut,CA,91789-2144,US,06/22/2012 06:50:03 PM
Starbucks,6447,"Alosta & Barranca, Azusa",Company Owned,16134,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,626-335-6763,1119 E. Alosta Avenue,1119 E. Alosta Avenue,,Azusa,CA,91702-2740,US,06/22/2012 06:50:03 PM
Starbucks,5681,Diamond Bar & Grand,Company Owned,11418,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,909-860-7030,1194 Grand Avenue,1194 Grand Avenue,,Diamond Bar,CA,91765-2216,US,06/22/2012 06:50:03 PM
Starbucks,75469,Cal Poly Pomona Library,Licensed,18676,,Wireless Hotspot,,9999,Unknown,909-869-4744,3801 West Temple Ave,3801 West Temple Ave,,Pomona,CA,91768-2557,US,06/22/2012 06:50:03 PM
Starbucks,74736,Vons-Diamond Bar #2062,Licensed,8246,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,403-851-1290,240 S Diamond Bar Blvd,240 S Diamond Bar Blvd,,Diamond Bar,CA,91765-1605,US,06/22/2012 06:50:03 PM
Starbucks,73523,Albertsons-Glendora #6601,Licensed,15748,,Wireless Hotspot,,9999,Unknown,626-963-5358,133 West Route 66,133 West Route 66,,Glendora,CA,91740-6208,US,06/22/2012 06:50:03 PM
Starbucks,5424,Foothill & Grand - Glendora,Company Owned,15110,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,626-852-0093,459 W. Foothill Blvd.,459 W. Foothill Blvd.,,Glendora,CA,91741-3363,US,06/22/2012 06:50:03 PM
Starbucks,74624,Vons-Glendora #2169,Licensed,13698,,Starbucks Card Mobile,,9999,Unknown,626-963-2913,435 E Foothill Blvd,435 E Foothill Blvd,,Glendora,CA,91741-2653,US,06/22/2012 06:50:03 PM
Starbucks,6461,"Temple & Mission, Pomona",Company Owned,12462,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,909-865-7767,3044 Temple Avenue,3044 Temple Avenue,,Pomona,CA,91766-6816,US,06/22/2012 06:50:03 PM
Starbucks,5317,San Dimas,Company Owned,8816,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,909-599-7338,942 W. Arrow Highway,942 W. Arrow Highway,,San Dimas,CA,91773-2419,US,06/22/2012 06:50:03 PM
Starbucks,76658,Target San Dimas T-767,Licensed,18161,,Starbucks Card Mobile,,9999,Unknown,,888 W Arrow Hwy,888 W Arrow Hwy,,San Dimas,CA,91773-2495,US,06/22/2012 06:50:03 PM
Starbucks,6488,"Yorba Linda & Valley View, Yorba Li",Company Owned,15538,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,714-524-0019,17474 Yorba Linda Boulevard,17474 Yorba Linda Boulevard,,Yorba Linda,CA,92886-3847,US,06/22/2012 06:50:03 PM
Starbucks,73584,Albertsons-San Dimas #6594,Licensed,13293,,,,9999,Unknown,909-599-8836,SEC San Dimas & Bonita,SEC San Dimas & Bonita,,San Dimas,CA,91773,US,06/22/2012 06:50:03 PM
Starbucks,9548,"Route 66 & Lone Hill, Glendora",Company Owned,7089,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,626-857-1879,"1832 East Route 66, A",1832 East Route 66,A,Glendora,CA,91740-3804,US,06/22/2012 06:50:03 PM
Starbucks,13226,"Fairplex & I-10, Pomona",Company Owned,10981,"Lunch, Oven-warmed Food",Starbucks Card Mobile,Drive-Through,9999,Unknown,909-629-3194,2101 Murchison Ave,2101 Murchison Ave,,Pomona,CA,91768-1145,US,06/22/2012 06:50:03 PM
Starbucks,9253,"Bonita & San Dimas, San Dimas",Company Owned,13430,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,909-592-2791,114 E. Bonita Avenue,114 E. Bonita Avenue,,San Dimas,CA,91773-3003,US,06/22/2012 06:50:03 PM
Starbucks,6561,"Tustin & 91 Fwy, Anaheim",Company Owned,11346,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,714-630-1995,1070 N. Tustin Avenue,1070 N. Tustin Avenue,,Anaheim,CA,92807-1724,US,06/22/2012 06:50:03 PM
Starbucks,10112,"Rio Rancho & The 71, Pomona",Company Owned,10312,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,909-623-9285,"68 Rio Ranch Road, 101",68 Rio Ranch Road,101,Pomona,CA,91766-4771,US,06/22/2012 06:50:03 PM
Starbucks,10884,"Chino Hills Pkwy & Pipeline, Chino",Company Owned,10235,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,909-606-0523,"4200 Chino Hills Parkway, 145",4200 Chino Hills Parkway,145,Chino Hills,CA,91709-3776,US,06/22/2012 06:50:03 PM
Starbucks,5564,Stadium Crossings - Anaheim,Company Owned,11310,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,714-634-4164,2035 E. Katella Ave.,2035 E. Katella Ave.,,Anaheim,CA,92806-6067,US,06/22/2012 06:50:03 PM
Starbucks,75548,Hyatt Regency Orange County,Licensed,13001,,Wireless Hotspot,,9999,Unknown,714-750-1234,11999 Harbor Blvd,11999 Harbor Blvd,,Garden Grove,CA,92840-2703,US,06/22/2012 06:50:03 PM
Starbucks,75530,Anaheim Marriott Suites -Lobby,Licensed,16648,,Wireless Hotspot,,9999,Unknown,714-383-6042,12015 Harbor Blvd,12015 Harbor Blvd,,Garden Grove,CA,92840-4001,US,06/22/2012 06:50:03 PM
Starbucks,74566,Vons-Orange #2335,Licensed,15135,,Starbucks Card Mobile,,9999,Unknown,714-637-6651,2684 N Tustin Ave,2684 N Tustin Ave,,Orange,CA,92865-2438,US,06/22/2012 06:50:03 PM
Starbucks,10713,"Katella & Main, Orange",Company Owned,17780,"Lunch, Oven-warmed Food",Starbucks Card Mobile,Drive-Through,9999,Unknown,714-744-4162,1627 West Katella Avenue,1627 West Katella Avenue,,Orange,CA,92867-3412,US,06/22/2012 06:50:03 PM
Starbucks,5779,Foothill & Wheeler- La Verne,Company Owned,11175,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,909-392-3335,1181 Foothill Boulevard,1181 Foothill Boulevard,,La Verne,CA,91750-3328,US,06/22/2012 06:50:03 PM
Starbucks,5450,Eastlake Village - Yorba Linda,Company Owned,8674,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,714-701-0809,20355 Yorba Linda Blvd,20355 Yorba Linda Blvd,,Yorba Linda,CA,92886-3074,US,06/22/2012 06:50:03 PM
Starbucks,6870,"Garey & Mission, Pomona",Company Owned,14243,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,909-469-4721,"101 W. Mission Blvd., Suite 106","101 W. Mission Blvd., Suite 106",,Pomona,CA,91766-1709,US,06/22/2012 06:50:03 PM
Starbucks,9550,"Chapman & The City Drive, Orange",Company Owned,15631,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,714-938-0401,"3743 W. Chapman Avenue, A",3743 W. Chapman Avenue,A,Orange,CA,92868-1631,US,06/22/2012 06:50:03 PM
Starbucks,5704,Tustin & Meats,Company Owned,15439,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,714-921-2109,"2115 Tustin St, #2",2115 Tustin St,#2,Orange,CA,92865-3745,US,06/22/2012 06:50:03 PM
Starbucks,79737,Vons - La Verne #2832,Licensed,10597,,Starbucks Card Mobile,,9999,Unknown,909-513-2572,1500 FOOTHILL BL.,1500 FOOTHILL BL.,,LA VERNE,CA,91750-3434,US,06/22/2012 06:50:03 PM
Starbucks,663,Anaheim Hills,Company Owned,15109,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,714-970-5790,5655 E. La Palma,5655 E. La Palma,,Anaheim Hills,CA,92807-2106,US,06/22/2012 06:50:03 PM
Starbucks,10628,"Chino & 71, Chino Hills",Company Owned,16948,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,909-628-7634,3210 Chino Ave.,3210 Chino Ave.,,Chino Hills,CA,91709-3577,US,06/22/2012 06:50:03 PM
Starbucks,73361,Albertsons-Chino Hills #6515,Licensed,11846,,,,9999,Unknown,909-590-3660,3255 Grand Ave,3255 Grand Ave,,Chino Hills,CA,91709-1488,US,06/22/2012 06:50:03 PM
Starbucks,5540,The Block @ Orange,Company Owned,12061,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,714-769-3175,"20 City Blvd W, Bld K; #41",20 City Blvd W,Bld K; #41,Orange,CA,92868-3100,US,06/22/2012 06:50:03 PM
Starbucks,7972,"Foothill & D Street, La Verne",Company Owned,13796,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,909-593-1271,"2145 Foothill Blvd., #C",2145 Foothill Blvd.,#C,La Verne,CA,91750-2910,US,06/22/2012 06:50:03 PM
Starbucks,74622,Vons-Anaheim #2103,Licensed,13695,,Starbucks Card Mobile,,9999,Unknown,714-998-3751,5600 E Santa Ana Canyon Rd,5600 E Santa Ana Canyon Rd,,Anaheim Hills,CA,92807-3126,US,06/22/2012 06:50:03 PM
Starbucks,76577,Target La Verne T-226,Licensed,10330,,Starbucks Card Mobile,,9999,Unknown,909-593-2421,2462 Foothill Blvd,2462 Foothill Blvd,,La Verne,CA,91750-3056,US,06/22/2012 06:50:03 PM
Starbucks,11228,Fairview & Garden Grove,Company Owned,6982,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,714-621-0908,13172 Garden Grove,13172 Garden Grove,,Garden Grove,CA,92843-2249,US,06/22/2012 06:50:03 PM
Starbucks,9633,"Santa Ana Canyon & Imperial Hwy, An",Company Owned,14591,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,714-685-0871,5741 E. Santa Ana Canyon Road,5741 E. Santa Ana Canyon Road,,Anaheim Hills,CA,92807-3229,US,06/22/2012 06:50:03 PM
Starbucks,6526,"Chapman & Main, Orange",Company Owned,13422,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,714-634-2338,"130 S. Main Street, E",130 S. Main Street,E,Orange,CA,92868-2869,US,06/22/2012 06:50:03 PM
Starbucks,6754,"Bristol & Memory Lane, Santa Ana",Company Owned,9152,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,714-834-9568,"2701 N. Bristol Street, #A",2701 N. Bristol Street,#A,Santa Ana,CA,92706-1447,US,06/22/2012 06:50:03 PM
Starbucks,73398,Albertsons-Orange #6534,Licensed,14873,,,,9999,Unknown,714-633-2570,940 N Tustin Ave,940 N Tustin Ave,,Orange,CA,92867-5956,US,06/22/2012 06:50:03 PM
Starbucks,14020,Orange Plaza Square,Company Owned,17260,"Lunch, Oven-warmed Food",Starbucks Card Mobile,,9999,Unknown,714-288-9754,44 Plaza Square,44 Plaza Square,,Orange,CA,92866-1432,US,06/22/2012 06:50:03 PM
Starbucks,5511,Orange Plaza - Wells Fargo,Company Owned,15949,Lunch,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,714-628-9622,101 East Chapman Avenue,101 East Chapman Avenue,,Orange,CA,92866-1483,US,06/22/2012 06:50:03 PM
Starbucks,5724,Main & Town and Country,Company Owned,16851,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,714-647-0871,"691 S. Main Street, #100",691 S. Main Street,#100,Orange,CA,92868-4686,US,06/22/2012 06:50:03 PM
Starbucks,76266,Target Santa Ana T-1936,Licensed,14442,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,714-481-0030,1441 W 17th St,1441 W 17th St,,Santa Ana,CA,92706-3301,US,06/22/2012 06:50:03 PM
Starbucks,15729,"17th & Bristol, Santa Ana",Company Owned,68129,"Lunch, Oven-warmed Food",Wireless Hotspot,,0,Unknown,714-550-7048,"1702 N. Bristol Street, A",1702 N. Bristol Street,A,Santa Ana,CA,92706-3327,US,06/22/2012 06:50:03 PM
Starbucks,73372,Albertsons-Yorba Linda #6510,Licensed,15142,,,,9999,Unknown,949-693-7488,21500 Yorba Linda Blvd.,21500 Yorba Linda Blvd.,,Yorba Linda,CA,92887-3745,US,06/22/2012 06:50:03 PM
Starbucks,74800,Vons-Anaheim Hills #2216,Licensed,8185,,Starbucks Card Mobile,,9999,Unknown,714-282-7064,8010 E Santa Ana Canyon Rd,8010 E Santa Ana Canyon Rd,,Anaheim,CA,92808-1110,US,06/22/2012 06:50:03 PM
Starbucks,10817,"Harbor & McFadden, Santa Ana",Company Owned,17220,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,714-531-3751,721 S. Harbor Blvd.,721 S. Harbor Blvd.,,Santa Ana,CA,92704-2336,US,06/22/2012 06:50:03 PM
Starbucks,5894,"Chapman & Swidler, Orange",Company Owned,12409,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,714-997-9174,3630 E. Chapman Ave,3630 E. Chapman Ave,,Orange,CA,92869-3847,US,06/22/2012 06:50:03 PM
Starbucks,9255,"17th & Grand, Santa Ana",Company Owned,18516,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,714-836-6975,1248 East 17th Street,1248 East 17th Street,,Santa Ana,CA,92701-2621,US,06/22/2012 06:50:03 PM
Starbucks,8941,"4th & Broadway, Santa Ana",Company Owned,12546,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,714-564-0591,301 W. 4th Street,301 W. 4th Street,,Santa Ana,CA,92701-4502,US,06/22/2012 06:50:03 PM
